nctId,status,studyType,primaryPurpose
NCT01988883,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05610085,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05919862,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01744223,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03660930,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04019288,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05312424,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03828786,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05044039,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04801849,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05664425,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06400433,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06249191,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05938439,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06278818,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05527275,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05736965,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06075251,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04778956,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06002516,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06036823,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03511976,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05686746,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05530031,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06252077,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05226598,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05237349,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05680545,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04759196,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03345823,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05507099,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06087796,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05940558,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04605679,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06240884,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06394401,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04878510,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05754554,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06361316,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05984290,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06019832,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05526079,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06224660,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04413994,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05840588,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04714697,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05959772,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04767529,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04230616,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05788770,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06102213,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05718167,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04527224,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05199155,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04895956,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06379373,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05473390,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05036317,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03383965,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06120569,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05786807,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05146973,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05334823,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06221930,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05617794,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05929885,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04332653,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06392386,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02486068,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05649137,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03773367,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03586869,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04784416,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06100939,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05900622,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02913196,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05843045,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04526691,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04829929,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05230368,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03747133,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05644561,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06389877,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04501939,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04310670,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03683810,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06130332,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05106296,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02275533,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06000657,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05933967,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02701153,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01668719,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02428712,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05549973,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04620681,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03949881,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04605809,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02131805,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05733260,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05159388,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03186898,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04732065,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06000007,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05399524,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05205408,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05807659,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06281106,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05151562,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06373042,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05028556,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05990530,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03582293,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04269083,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05702931,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04877197,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03825198,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03745040,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06397027,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05169489,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05383170,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03416894,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05980260,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06130514,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05283226,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05326412,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05485974,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05946174,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06017791,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05808764,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06357455,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05805631,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03582917,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05996562,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04037566,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02983240,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02984566,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05839548,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06453291,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03107416,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05265169,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05351268,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05223231,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04833387,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01766297,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02670707,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05012631,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05784545,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05599477,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04028245,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05589441,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02483936,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06035809,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02680015,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06450028,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05130268,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03571334,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06452069,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05907343,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06108583,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06031298,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05786677,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04662034,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02938793,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05795140,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05652322,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06376383,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06179225,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06314243,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT00680901,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04969315,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05892497,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05631041,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05805072,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05835414,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04630808,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05305482,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06351982,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06020196,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05445999,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04454528,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01046825,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06035133,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05648877,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03758222,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05239364,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04549688,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04159467,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04586270,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06075043,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04049474,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05770414,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06054061,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06067737,RECRUITING,INTERVENTIONAL,TREATMENT
NCT00557193,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05323201,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06085781,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04216342,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06181591,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05394675,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05776524,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05230732,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05160610,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02988466,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06392724,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05751473,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05020093,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05423613,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04897386,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05855200,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05142696,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05766618,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04190368,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05847764,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06370650,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06264453,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04953897,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05645042,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03856372,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03984994,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04074993,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06438224,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06079359,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03253172,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04672603,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06296433,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06392412,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06482827,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06297148,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06242379,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04698226,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06127303,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04868604,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04578847,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01522976,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04683341,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06097988,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04752449,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05418244,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06211595,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06368934,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06479850,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06474260,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04340882,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03667404,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04046705,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05385263,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06423651,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06009679,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01815359,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05586633,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05897424,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05595226,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04134117,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04780568,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06215677,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06212869,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05259371,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02945501,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04565665,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04546009,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04592237,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06099548,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06191315,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02482493,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05600127,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05068024,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06471218,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02687958,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05379010,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04310592,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05268042,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05344664,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06079957,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04637282,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05677152,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03106779,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05267236,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06212193,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05632666,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04200898,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05288790,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05642962,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05180669,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05398380,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06316102,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06284694,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04957251,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06287619,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04756401,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05206955,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06331013,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05368168,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03805022,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05826054,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05024279,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05520710,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06256601,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04788186,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03334006,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04053803,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06415708,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06455995,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06286020,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06329271,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06435533,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05320926,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03425526,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06437613,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03258320,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06476496,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03669783,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06179784,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06065046,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05659381,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05339139,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05253339,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02199600,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06207604,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01180803,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05652517,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04807179,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03687606,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06087419,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05143177,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03781323,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04748861,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05212493,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03962855,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06122649,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05030298,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06170242,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04036682,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05501470,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04999358,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04859218,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05657041,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05010707,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06222229,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04845217,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06265415,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05776277,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06216587,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05665062,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04234386,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03141060,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06464679,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05157607,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05918133,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06275269,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04689815,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06231355,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05814445,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05879926,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05597267,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05521438,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04121442,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04212416,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06405373,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06144060,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05474859,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05553496,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04522323,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05874778,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03044392,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05560880,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04757636,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05636072,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04612140,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05979792,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05776420,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05345782,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05829174,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06014788,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04420975,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04863222,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03872180,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06433609,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05372614,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05485896,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03703635,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06327477,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05740163,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06150391,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06350162,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05862467,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03949127,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06065891,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03707431,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02446366,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05958732,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03843424,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
