nctId,description,durationMonths
NCT06479291,"Primary immune thrombocytopenia (Primary immune thrombocytopenia, ITP) is an acquired autoimmune hemorrhagic disease characterized by a decreased peripheral platelet count and an increased risk of bleeding. It has been reported that 33.3% -39.2% of ITP patients have positive antinuclear antibodies (ANA) in the course of the disease.In the meantime, they do not meet the diagnostic criteria for rheumatic diseases such as lupus erythematosus(SLE). ITP patients with positive ANA are prone to relapse and chronicity. Therefore, it is necessary to explore new clinical treatments to attain long-term remission in these patients.

Hydroxychloroquine (HCQ) has immune modulating role on a variety of immune cells.A clinical trial enrolled immune thrombocytopenia secondary to SLE, and ITP with positive anti-nuclear antibodiy (ANA) were treated with HCQ combined with glucocorticoids. The results showed an overall response rate of 60% (24 / 40), including 18 continuous complete response (CR) and 6 continuous response (R), and some patients had continued elevated platelet counts 3 months after treatment initiation. The above studies illustrate that HCQ contributes to the treatment of chronic ITP, especially as a long-term therapeutic agent with low economic burden and good tolerance. In patients who do not response to HCQ plus corticosteroids, TPO-RA, a second line treatment, will be recommended. By now, no study has assess the efficacy and safety of HCQ plus TPO-RA in these patients. In the current study, the question will be answered.",18.3
NCT06478316,"* Research Design - Double-blind randomized study
* Study Population - Women who are candidates for late termination of pregnancy by dilation and evacuation and approach for the insertion of laminaria will be recruited for the study.
* The women will be divided into two groups

  * Research Group - Women who will undergo preparation for the insertion of laminaria by anesthesia with lidocaine spray, followed by an intracervical injection of 1% lidocaine.
  * Control Group - Women who will be anesthetized with lidocaine spray + intracervical injection of an inactive substance (0.9% saline).
  * Randomization will be performed using dedicated computer software according to blocks of 2-6 women.
* All women will be offered to take 400 mg of ibuprofen about half an hour before the procedure.

  * In the research group - a 10 ml syringe will be filled with 7 ml of lidocaine and 1 ml of bicarbonate (total 70 mg of lidocaine).
  * In the control group - a 10 ml syringe will be filled with 8 ml of 0.9% NaCl saline.
* Primary anesthesia will be performed using 10% lidocaine spray in up to 5 sprays.
* Injection into the cervix will be performed at 3, 6, 9, 12 o'clock positions, after prior aspiration, with a 23-gauge needle, about 2 ml per point.
* Laminaria type to be inserted - ""small"" diameter 3 mm, length 6.5 cm (MedGyn: Lombard, IL, USA, and Norscan: Westlake Village, CA, USA).

  * At weeks 18-20, 7-9 laminaria will be inserted.
  * Over 20 weeks - over 10 laminaria will be inserted.
* Number of participants in the study - 70.",24.33333333333333
NCT06477094,"This study is a single center double-blinded prospective randomized clinical trial. Patients will be recruited from the pool of patients seen by the Principal Investigators (PIs) and collaborating physicians in the UAMS pain management clinic through the Department of Anesthesiology. Candidacy for RFA is determined by the standard of care which includes diagnosis of axial low back pain without lower extremity radiation or other primary pain generators. These patients should not have had previous RFA's in the lumbar region before. These patients should receive greater than 80% pain relief following two diagnostic MBBs completed at separate times. In routine care, physicians discuss with patients the risks and benefits associated with the RFA procedure. In order to establish a baseline level of pain, disability, and impairment of daily living, patients are routinely asked to complete the PROMIS-29 questionnaire to the best of their ability. Once patients receive their second MBB they are to return 2 to 4 weeks later for RFA should they meet the necessary 80% pain relief. At the time of the procedure, a simple randomization performed by a staff member not involved in the patient's care, will be used to determine if the patient's procedure will involve the use of the Stratus Nimbus or the Stryker Venom electrode and cannula set. The provider performing the procedure will be made aware of which electrode is to be used. However, patients will be blinded to the group to which they were randomized. Patients will continue with conventional RFA as per standard of care. Patients will then be contacted at 1,3,6, and 9 months for assessment of response to intervention including the PROMIS-29 questionnaire. Scores are then compared to those taken at baseline to determine efficacy of treatment and inform future care.",12.166666666666666
NCT06480786,"The study will include ten total participants with peripheral arterial disease (PAD) and painful diabetic neuropathy (PDN), who meet inclusion criteria for permanent spinal cord stimulator (SCS) placement. Participants will be between 19 and 90 years old, have diabetes with symptoms of neuropathy, and have a starting pain level of at least 5 cm on a visual pain scale. They must also have PAD, confirmed by an ankle-brachial index under 0.90 or vascular imaging, and experience pain from walking with a pain level of at least 6 cm for at least 3 months. Their Vascular Quality of Life Questionnaire score should be 5.5 or less, and they must be good candidates for SCS.

The interventions will include spinal cord stimulation versus sham stimulation using a cross over design. Evaluations will include 1 week follow up clinical visit, 2 week follow up clinical visit with vascular lab TcPO2 evaluation, 12-week post permanent SCS placement with randomization to receive either active spinal cord stimulation or sham stimulation at a 2 week interval, follow up visit 2 weeks later to change therapy, and finally 2 weeks later to resume regular spinal cord stimulation. At each follow up visit pain, sensory, functional, vascular, and autonomic outcomes will be assessed. The study intervention lasts for 4 weeks, after which patients will return to standard SCS care.",15.2
NCT06480552,"The primary objectives of this trial are to:

* Characterize the safety and tolerability of TEV-56278
* Determine the Recommended Phase 2 Dose (RP2D)
* Evaluate antitumor activity of TEV-56278
* Determine the safety and tolerability of TEV-56278 in combination with pembrolizumab
* Determine a RP2D of TEV-56278 in combination with pembrolizumab

The secondary objectives of this trial are to:

* Characterize the serum pharmacokinetics of TEV-56278
* Evaluate the antitumor activity of TEV-56278
* Determine the safety and tolerability of TEV-56278
* Evaluate other measures of antitumor activity of TEV-56278
* Evaluate anti-tumor activity

Participants will be treated up to 12 months with a follow-up period of up to 12 months after last infusion. The total duration of the trial will be up to 25 months for individual participants.",58.9
NCT06482580,"Participants will be randomly divided into 3 different groups (control group, foot-ankle exercise group, hip exercise group). The control group will be instructed to perform only short foot exercise; the foot-ankle exercise group will be instructed to perform 3-dimensional foot-ankle extension exercise in proprioceptive neuromuscular facilitation (PNF) pattern in addition to short foot exercise; the hip exercise group will be instructed to perform hip abductor and external rotator muscle strengthening exercise (oyster exercise) in addition to short foot exercise. Foot-ankle and hip exercises will be performed against resistance with the help of an elastic band, 3 days a week under the supervision of a physiotherapist and progression will be made by changing to a higher level of difficulty band color every 2 weeks. Short foot exercise will be performed every day of the week (3 days under the supervision of a physiotherapist; the rest of the days as a home exercise program) and will be progressed by changing position (sitting, standing, on one leg respectively) every 2 weeks. All exercises will be performed for 6 weeks. Assessments will be performed at the beginning and end of the exercises by another researcher blinded to group allocation. Isometric muscle strength of the intrinsic foot, four-way ankle circumference and hip abductor-external rotator muscles, endurance of the plantar flexors, forward jump and dynamic balance performance will be evaluated respectively.",3.033333333333333
NCT06481085,"This phase 2, multi-center, randomized, double-blind, placebo-controlled, parallel group study aims to assess the efficacy and safety of HDM1002 tablets in adult participants with T2DM inadequately controlled on metformin monotherapy or diet and exercise alone. At least 80% of the enrolled participants are required to be on metformin prior to screening. A total of 318 participants will be included in this study, and will be stratified according to baseline glycated hemoglobin (HbA1c) (â‰¤ 8.5% or \> 8.5%) and background diabetes treatment (metformin or diet and exercise alone). For cohort A to cohort E, approximately 293 participants will be randomized in a 57:57:57:65:57 ratio to receive different doses of HDM1002 or placebo. In addition, an open-label design will be used in cohort F to explore the efficacy and safety of HDM1002 tablets administered in 200 mg twice daily. About 25 participants will be enrolled in cohort F, all of which will receive HDM1002 tablets. Following the screening period to confirm eligibility up to 2-weeks, the study will consist of a 2-week placebo run-in period (participants with diet and exercise alone) or a 6-week metformin run-in period (participants with metformin prior to screening) prior to randomization on Day 1. The treatment period will be 12 weeks, followed by an approximate 4-week follow-up. Dosing will occur with or without food once daily or twice daily, and up to 4 weeks of dose titration regimen will be adopted to maximize tolerability of HDM1002.",10.133333333333333
NCT06481969,"A single-center, large-scale, prospective, randomized controlled clinical trial will enroll 260 patients diagnosed with POI based on the inclusion and exclusion criteria from Peking University Third Hospital. Eligible participants will be randomized to two groups at a ratio of 1:1- SVF protocol, and conventional protocol.The participation in this study will be approximately 2 years with a total of 6 visits and 3 follow-up phone calls.",30.4
NCT06479161,"Randomized controlled trial with 1:1 allocation, selected through computer-based randomization.

This study will review prospectively collected data, including patient demographic information, surgeon, use of oral TXA or placebo regimen, and postoperative outcomes up to 3 months after surgery. Collaboration with Saint Francis' pharmacy team will be performed to ensure appropriate blinded administering of the oral TXA and placebo medication.

This will be a double blinded study, with both patient and surgeon blinded to study group.

6.0 TXA dosing protocol TXA day of surgery \[All patients\]

* Administer 1-gram IV TXA intraoperatively at the start of the case (hold for history of stent within 1 year of surgery)

  o AND
* Administer 1-gram IV TXA postoperatively before leaving PACU (hold for history of stent within 1 year of surgery)

  o OR
* Exception: Administer 2 grams TXA in 50cc normal saline topically during the case for patients with a history of stent placed within one year of surgery.

TXA postoperative day (POD) 1-3 \[Experimental group\]

* Administer 1.95 grams oral (3- 650 mg tablets) TXA each morning for three days following surgery.
* Patients discharged home before POD 3 will be sent home with remaining oral TXA doses.

Placebo POD 1-3 \[Control group\]

* Administer oral placebo (3 tablets) each morning for three days following surgery.
* Patients discharged home before POD 3 will be sent home with remaining oral placebo doses.",8.766666666666667
NCT06477939,"During this trial the L-TC will be administered with the hypofractionated chemoradiation treatment to two cohorts:

* Cohort 1 - Non-operable population defined as patients with age less than 70-year-old and with biopsy alone, Karnofski index we propose to use the L-TC with the hypofractionated chemoradiation treatment to two cohorts:
* Cohort 2 - Elderly population defined as patients aged of more than 70-year-old and with Balducci score 1 or with low Balducci score 2 with Karnofski index â‰¥ 70% but whatever the quality of the surgery. For patients classified with a score of Balducci II, the geriatric assessment is essential. Although we are aware of the heterogeneity of patients in this group, we hope that the geriatric assessment will make it possible to reduce this heterogeneity by including only patients with a Charlson score \<4 and a score of autonomy IADL = 4

The eligible population will be randomized this combination with the treatment reference according to Perry et al publication",97.36666666666666
NCT06478459,"This is a single-center, single-arm, open-label, dose-escalation clinical study to evaluate the safety and anti-tumor efficacy of intratumoral NKG2D CAR-NK cell injection guided by endoscopic ultrasound in the treatment of locally advanced pancreatic cancer.",12.166666666666666
NCT06471855,"It has been shown in the literature that most lower limb amputations are due to diseases related to vascular problems and diabetes, with different incidences depending on geographical region and ethnicity. There are various levels of lower limb amputation (LLA): from the fingertips or tarsal area; trans-tibial amputations, which involve the removal of part of the tibia and fibula; trans-femoral amputations, which are at the level of the femur; and hip amputations. Scientific literature and clinical experience suggest that the loss of a limb through amputation has a major impact on quality of life and physical and psychological well-being. Important are the repercussions on mobility and, specifically, the inability to walk has a negative impact on the performance of basic daily activities and reintegration into society. Amputation can also produce emotional disorders, leading to a change in levels of anxiety, depression, and pain, generating significant changes in the person's quality of life. Self-acceptance of a person with lower limb amputation is seen as a complex process, in which the prosthesis plays the role of a life-enhancing tool. Indeed, the prosthesis allows people to return to living life 'normally', increase their quality of life and restore their body image. Rehabilitation programs for amputees all have a common aim, which is to improve people's mobility and general functioning through the use of the prosthesis, that promote reintegration into the community and the overall improvement of these people's quality of life. In fact, the use of a prosthesis has a great effect on these patients as it attempts to contrast the negative impact of lower limb amputation in various areas: physical, psychological, and social. The prosthesis is considered not only as an enabling device, but also as a central component for personal and social identity. Over the last 20 years, rehabilitation has increasingly started to use high-tech components, such as robotic and virtual reality rehabilitation, both immersive and non-immersive. The use of technological components not only constitutes an innovative, accessible, and increasingly useful treatment tool, but is also recognized as an added value to traditional rehabilitation due to the positive impact it has on activities of daily living. Rehabilitation with virtual reality, consists of the integration to traditional rehabilitation practice of high-tech devices that allow multisensory stimulation and interaction with virtual environments, that simulate situations and contexts of daily life at different levels of immersion.

The psychological processes characterizing this clinical population are still poorly investigated and here are few studies using rehabilitation with high-tech instruments on patients with prostheses after LLA.

Following this line, the purpose of this prospective study protocol is to explore changes and evolutions in the psychological and behavioural adaptation constructs in patients at high vascular risk of LLA, already amputated or undergoing prosthesis adaptation; these ones receiving traditional rehabilitation treatment and technology-based rehabilitation (experimental) or not (active comparator) with randomized controlled enrolment. This quali-quantitative study project comes from the need to have a holistic vision of the patient acceptance process in the various phases of the disease and of the factors involved in the process of adaptation to the prosthesis, analyzing the state of health.

Specifically, the study objectives are:

1. to analyze HRQoL, psychological and behavioral adaptation in patients at high vascular risk of LLA, already amputated or undergoing prosthesis adaptation.
2. to present a multidisciplinary rehabilitation intervention model, traditional rehabilitation vs traditional rehabilitation with technology-based rehabilitation, and study its impact on the HRQoL in patients with prostheses (only trans-tibial amputations).",19.3
NCT06482892,"Critical limb ischemia (CLI) is the most severe ischemic stage in peripheral arterial disease (PAD) of the lower limbs, characterized by decreased walking ability, resting pain (lasting for more than 2 weeks), ulcers, and gangrene, which seriously affect the quality of life of patients. Some patients may even face amputation or death. Thrombosis is an important pathological feature of CLI. TP03HN106 can promote thrombolysis, thus having a therapeutic effect on CLI.",4.1
NCT06475729,"The purpose of this study is to evaluate the amount of mirikizumab (test) that gets into the blood stream and how long it takes the body to get rid of it, when given via autoinjector, an injection under the skin, compared to mirikizumab (reference) solution given via autoinjector.

Screening is required within 35 days prior to enrollment. For each participant, the total duration for of the clinical trial will be about 15 weeks, including screening.",5.1
NCT06472453,"This research aims to compare the effectiveness of two bone grafting materials on preserving jawbone integrity after tooth extraction. Following extraction, the jawbone surrounding the removed tooth can shrink, affecting future implant placement. By placing a bone graft material in the extraction socket, we aim to maintain adequate jawbone space for future implants. This study compares the effectiveness of vallomixÂ® (xenogeneic/allogeneic bone) and vallosÂ® (allogeneic bone) grafting materials.

Participants with at least one tooth planned for extraction and subsequent implant placement are sought for this study. Participants will be randomly assigned to either the vallomixÂ® (test) group or the vallosÂ® (control) group.

Throughout the approximately 2-year study duration, participants will undergo oral exams, x-rays, surgical procedures, and follow-up visits. All participants will undergo routine tooth extraction, bone graft material placement, and dental implant placement. After the crown is placed on the implant, participants will attend follow-up visits.

Participation in the study is voluntary, and the alternative is to continue routine dental care. Risks include minor discomfort from procedures such as tooth extraction and implant placement. The major benefit of participation in the study is the preservation of jaw dimensions following extraction, which will simplify the placement of a dental implant.",34.46666666666667
NCT06478160,"When a patient with an arterial catheter completes 24h of admission to the unit, with an expected catheter stay of more than 72 hours, inclusion in the study will be assessed. If the patient does not meet the non-inclusion or exclusion criteria and consents to participate in the study, he/she will be randomized to the CBSD-experimental group or waste discard volume- control group.

If the patient belongs to the CBSD-experimental group, the CBSD will be placed in the arterial line at that moment. All extractions performed will be through the arterial catheter and using the CBSD.

In the waste discard volume- control group, the arterial catheter will also be used for extractions but with the usual open extraction system of the ICU. To quantify the blood loss related to blood collection for laboratory tests, the volume of discharge (VD) used for each analysis through the arterial catheter will be recorded. In the CBSD-experimental group the VD for arterial catheter will be zero since CBSD will always be used. The laboratory tubes extracted in each analysis will also be recorded.

Data on blood analysis, blood transfusion and adverse events related to the arterial catheter will be recorded daily during the ICU stay, up to day 21 maximum and/or day of ICU discharge and/or exitus.

Patients discharged from ICU to hospitalization will be followed only during the first 48h to know if they have received red blood cell concentrates and with what previous Hemoglobine (Hb) and hematocrit (Hto).

Catheter insertion and maintenance will be carried out in the same way in both groups.",14.3
NCT06470100,"This study is proposed to explore the effect of perineurial Dexamethasone and Dexmedetomidine on erector spinal plane block duration for spine surgery.

After spine surgery, patients need good analgesia. Peripheral nerve blocks have provided a safe, effective method to control early postoperative pain when symptoms are most severe.

Local anaesthesia's much lower toxicity threshold makes it essential for its safety. An effective adjuvant, such as Dexamethasone or Dexmedetomidine, could allow for a higher dilution of local anaesthetics while maintaining and enhancing their analgesic effect.

There is considerable research comparing intravenous and perineural dexamethasone and Dexmedetomidine use in orthopaedic surgeries. However, there is a massive lack of research regarding knee surgery and the Erector Spine Plane Block.

In this study, investigators compare perineural Dexamethasone and Dexmedetomidine.

The investigator aims to find a dexamethasone or dexmedetomidine that covers the need for good pain relief and fast recovery postoperatively.",13.133333333333333
NCT06474728,"A single-center, randomized, parallel-controlled study was conducted to evaluate the efficacy of an emollient containing postbiotic Saccharomyces and Lactobacillus in 98 children aged 0 to 6 years with moderate AD. Participants were randomly assigned to the experimental group (49 cases) and the control group (49 cases).

During the screening phase, hydrocortisone butyrate cream or desoximetasone cream was topically applied twice daily to the affected areas, along with the emollient twice daily for 2 to 4 weeks until the Investigator's Global Assessment (IGA) score was â‰¤1, indicating entry into the intervention phase. In the intervention phase, the experimental group discontinued the corticosteroid creams and continued with the emollient twice daily, while the control group discontinued both medication and emollient.

The recurrence of AD, Eczema Area and Severity Index (EASI), Infant/Child Dermatology Quality of Life Index (IDQOL/CDQOL), and adverse events were assessed at weeks 4, 8, and 12 of the intervention phase. Additionally, non-invasive measurements of skin barrier function were conducted, including:

Transepidermal water loss (TEWL) to assess water loss from the skin. Skin electrical capacitance to measure water retention in the stratum corneum. Skin pH to determine the skin's acidity level.",15.233333333333333
NCT06477692,To determine the risk of solitary elective volume recurrence following involved nodal radiotherapy (INRT) versus elective nodal irradiation (ENI),48.7
NCT06472869,"This study investigates the feasibility, acceptability, and short-term effects of providing 4 weeks of complimentary electronic cigarettes (ECs) to 30 individuals who did not quit after smoking cessation treatment provided in the context of lung cancer screening and do not plan to quit smoking. This open-label single-arm pilot clinical trial will test the impact of EC provision on: 1) study feasibility, 2) EC acceptability, 3) tobacco use behavior (e.g., cigarettes per day, EC use), and 4) biomarkers (e.g., carbon monoxide, cotinine, and anabasine). Participants will be asked to switch from combustible cigarettes to the NJOY ACE 5% nicotine electronic cigarette (EC) for 4 weeks. They will be followed an additional 4 weeks after EC provision ends (to 8 weeks).

The first study hypothesis is that more than 40% of eligible smokers who are offered participation in the trial will enroll, and that 75% of enrollees will complete the trial. The second study hypothesis is that participants will report fewer cigarettes smoked per day at the end of 4 weeks of EC provision, relative to their baseline values.",7.033333333333333
NCT06482294,"The study is structured into two distinct and separate phases, an observational and an interventional.

- Phase 1: Observational Phase The observational component of the study aims to describe the variations in airway inflammation at the onset of asthma symptoms when patients (n=50) are under the appropriate anti-asthma therapy (Standard Of Care, SOC), which includes a rapid-onset bronchodilator (RABD) as needed. The RABD used may be either salbutamol or formoterol, depending on the therapeutic strategy employed by the patient and the GINA Track followed.

Before and after taking the SOC rescue medication, the patient will measure markers of airway inflammation and clinical impact (FeNO, FEV1, PEF, VAS scale) using the ""PEFESP kit"" provided to each enrolled patient. They will record these values in the ""patient diary"" for the subsequent 48 hours.

- Phase 2: Interventional Phase In a crossover design according to the AB/BA scheme, it will be assessed whether there are differences in the airway inflammation profile in patients (n=30) using a reliever medication containing ICS compared to a reliever medication containing only a bronchodilator.

The interventional phase consists of two open-label monitoring phases, each lasting a maximum of 3 weeks, separated by a washout period of 3 to 7 days and for a maximum of 3 symptom episodes. As in the observational part, patients will be asked to record the markers of airway inflammation and the clinical impact of symptoms at the onset of the change from stable condition and in the 48 hours following the administration of the reliever medication.

Patient with mild asthma will be the first group of severity enrolled in the study.",10.566666666666666
NCT06472193,"Management of bladder dysfunction was revolutionized by the introduction of intermittent catheterization by Lapides. Later, Mitrofanoff described a trans-appendicular continent cystostomy, launching a new concept whereby the bladder could be emptied by a route other than the urethra.

Clean intermittent catheterization (CIC) is one of the main tools for neurogenic lower urinary tract dysfunction management, as it provides adequate bladder emptying and protects the upper urinary tract from high pressures, hence preventing progressive renal damage.

Despite its important role, CIC is difficult to perform in various situations: lack of manual dexterity, female wheelchair patients, body habitus, anatomical morbidity due to extensive surgery or psychological problems. For such patients, continent urinary diversion (CUD) is a viable option for bladder emptying optimization.

Various techniques have been described to create an anti-reflux appendicovesical anastomosis in pediatric lower urinary tract reconstruction, whether performed via an extravesical or an intravesical route, all share a common denominator of creating a submucosal tunnel in an attempt to replicate the physiological anti-reflux mechanism.",18.23333333333333
NCT06480968,"This trial is divided in three parts: FIH-CTH120-SAD (Single Ascending Doses), FIH-CTH120-MAD (Multiple Ascending Doses) and FIH-CTH120-FI (Food Interaction). FIH-CTH120-SAD will start first. The start of FIH-CTH120-MAD will await the results of at least three cohorts from the FIH-CTH120-SAD study before initiated. The starting dose of the FIH-CTH120-MAD will have been shown to be well tolerated in FIH-CTH120-SAD. FIH-CTH120-FI will be the last to start.",11.466666666666669
NCT06473805,"A smile plays an important role in determining a person's initial impression and its assessment has become integral to clinical evaluation owing to how appealing a smile could be among people. A gingival smile, gummy smile or high smile line is an aesthetic concern with 10-12% prevalence among dental patients mainly in women and is diagnosed when a patient shows â‰¥3 mm of free gingiva.

A gummy smile may result from a single cause but is more commonly found to be the result of an interplay of multiple factors and identifying the causative factor is the basis for its treatment. It may be broadly caused by dentoalveolar discrepancies or non-dentoalveolar discrepancies. Dentoalveolar discrepancies include short clinical crowns, altered passive eruption and gingival hypertrophy/hyperplasia. These discrepancies can be improved by restorative and periodontal approaches. Non-dentoalveolar discrepancies include hyperactive upper lip, short, or incompetent upper lip and vertical maxillary excess. Orthognathic surgery, lip repositioning (LRT), orthodontic treatment, and Botox injections are the main treatment modalities typically employed for treating thesis conditions.

LRT, first described by Kostianovsky and Rubinstein in 1976, has shown excellent efficacy in treating gummy smile, showing an average reduction of 2.71 to 3.4 mm at 6 months of follow-up in previous systematic reviews. However, the traditional technique has reported different partial or complete degrees of relapse. Therefore, different modifications have been developed to improve the predictability and stability of the technique and reduce morbidity and complications.

Most modifications reported in the last 5 years aim to provide improved stability of outcome by introducing techniques that eliminate or restrict the function of the muscles responsible for raising the upper lip during smile or that alter/restrict the hypermobility of lip movement. Some of these techniques include the use of adjuvants such as botulinum toxin (BOTOX).

Injecting overactive muscles with measured amount of botulinum toxin results in a reduction of muscle activity, relaxation of the lip muscles and decreasing upward pull on the lip. The improvement achieved is almost immediate but remains only for a period of 3-6 months, before slowly fading. This relatively short duration is the major disadvantage of the technique, that require constant reapplication and the effects of long-term use of Botox have not been adequately researched

Other approaches, such as the incorporation of muscle resection or the introduction of polymethylmethacrylate (PMMA) implants are intended to have a permanent effect. PMMA is a cross-chain polymer material compatible with human tissues, and since World War II it has been utilized in medicine, for cranioplasties in neurosurgeries, secondary to decompressive craniectomy. It is still the most used reconstructive material by many clinicians because it is one of the most available biocompatible alloplastic materials that elicit low foreign body reaction and provide adequate protection to adjacent neural tissues. Its first application in dentistry was for full dentures and it has shown promising results such as good biocompatibility with the oral tissues.

PMMA bone cement can also be used as graft material for extraction sites, furcation lesions, correction of maxillary and mandibular contours and in 2017, Torres et al. published the first study in which PMMA was used for sub nasal depression in cases of vertical maxillary excess. To restore deficient thickness of alveolar bone and perform adequate lip support, PMMA was directly modified and adapted on the bone surface. Another study in 2018 and 2024, Conventional full thickness mucoperiosteal flaps had been used to obtain access to the labial alveolar bone surface, to place and secure the PMMA device with fixation screws.

To overcome intraoperative complication such as incomplete polymerization, exothermic reactions, low physical properties and prolonged operation time, a new approach using 3D print for the use of PMMA cement to decrease lip movement, reposition the upper lip and decrease the gingival exposure. In 2023, de Castro et al., described alternative technique to treat gummy smile with minimally invasive vestibular incision subperiosteal tunnel access (VISTA) and PMMA implants for lip repositioning. Although the published case reports have shown good outcomes for this specific indication, there is a need to better codify the indications for the procedure and to have stronger clinical evidence to support its use.

In addition to PMMA, Polyether ether ketone (PEEK) has become a hot topic for new material research due to its good biocompatibility, excellent fatigue properties, excellent mechanical properties, high toughness, relatively low wear rate, corrosion and aging resistance, ease of processing, and color stability. Additionally. Recently, 3D printing has been used to manufacture PEEK scaffolds and prostheses. This technique can produce more precise and complex end products.

Considering its advantageous physical properties and the low rate of postoperative complications reported in the literature, PEEK is a reliable biomaterial for patient-specific implants in facial recontouring as has been described as part of reconstruction of skull defects and those in the orbital-maxillo-zygomatic district, both in post-traumatic and in post cancer situations. However, fewer reviews have provided a through summary about the recent advances in PEEK for a variety of dental applications.

Future research should focus on the impact of different materials of bone cement grafts whether PMMA or PEEK to manage the gingival smile in facial profile at rest and during smiling, thereby enabling the understanding of some of the possible side effects of this intervention.",13.166666666666666
NCT06481800,"Restless legs syndrome (RLS) is a sensory motor disturbance with features of both neurologic and sleeps disorders. The patients complain of strong, irresistible urge to move the legs, often accompanied by uncomfortable sensations deeply in the legs. Poor sleep quality affects many hemodialysis patients and can potentially predict their morbidity, mortality, quality of life and pattern of medication use. Progressive muscle relaxation (PMR) is one way to improve physical work capacity and reduce functional limitations. Manual lymphatic drainage (MLD) is a traditional therapy in which the hands work on the tissues of the body, including tuina, acupressure, and the likes. It is beneficial to the well-being of patients both physically and mentally",3.2
NCT06471075,"This project is a single-site, two-arm, randomized controlled trial designed to investigate the impact of a brief (i.e., \<10 minute) behavioral intervention on pain among patients seeking treatment at the Tallahassee Orthopedic Clinic.",26.73333333333333
NCT06479629,"Ninety eligible patients will be randomly assigned to two groups:

A) Piracetam Group (45 patients) receiving standard care plus 800mg Piracetam tablets thrice daily for the study duration, and B) Control Group (45 patients) receiving standard care plus a placebo for 3 months. Standard care involves insulin therapy with or without oral hypoglycemics and vitamin B complex supplementation.

Baseline assessments will include age, weight, height, sex, race, baseline pain intensity, non-opioid analgesic use, diabetes medications, overall sleep quality, symptom duration, medication and medical histories, and laboratory tests such as HbA1c and fasting glucose levels. These assessments represent the outcomes of the clinical trial:

Pain intensity was measured using the McGill Pain Questionnaire. Vibratory sensation is assessed through the Michigan Neuropathy Screening Test (MNSI).

Quality of life evaluated using the EQ-5D-5L questionnaire. Sleeping disturbances related to diabetic neuropathy were measured using the Pittsburgh Sleep Quality Index (PSQI).

Cognitive function was examined with the Montreal Cognitive Assessment Test (MoCA).

Serum biomarker levels of Brain-Derived Neurotrophic Factor (BDNF) measured. The safety and tolerability of piracetam were assessed throughout the study. These assessments will provide valuable insights into the efficacy and safety of piracetam in managing diabetic neuropathy.",11.166666666666666
NCT06472570,"Aims of the study:

1. Evaluation of the efficacy of the stereotactic boost applied in patients with head and neck tumours.
2. Evaluation of the safety of the stereotactic boost applied in patients with head and neck tumours.
3. Evaluation of the influence of the stereotactic radiotherapy boost on blood parameters reflecting tumour response (interleukin 6 (Il-6), thymidine kinase (TK), Fms-related tyrosine kinase 1 (sFlt-1)), and normal tissue response (C-reactive protein (CRP)).

In the case of beneficial findings, the stereotactic radiosurgery boost in the course of radio(chemo)therapy in patients with head and neck tumours will be able to replace traditional techniques of radiation, and radical schemes of treatment will be possible for future development.",136.13333333333333
NCT06470633,To explore the efficacy and safety of adebrelimab combined with chemotherapy (epirubicin + cyclophosphamide â†’docetaxel) neoadjuvant therapy early HR+/HER2- breast cancer with high risk factors after the induction treatment of HIFU and adebrelimab.,22.3
NCT06477549,"Haploidentical hematopoietic stem cell transplantation irrespective of the conditioning intensity and graft-versus-host disease prophylaxis is associated with high frequency of primary and secondary graft failure. Different technologies of with replete or depleted graft are associated with 7-20% of graft failures in different diseases. Fludarabine and busulfan conditioning is the most commonly used approach for a variety of diseases. In two previously completed trials of addition of either bendamustine and ruxolitinib to conditioning we observed low rates of primary graft failure with both approaches. The study is the direct randomized comparisons of these two approaches with the primary aim of reducing composite events of primary graft failure, relapse and non-relapse mortality. The stratas for the study are Disease Risk Index (DRI) and the age of the haploidentical donor (\<35 vs â‰¥35).",48.03333333333333
NCT06470776,"The goal of this pilot trial is to develop and examine the trial feasibility and acceptability of a chatbot for smoking cessation in youth smokers. Specific aims include:

1. To assess how many youth smokers accept the invitation to participate in the trial
2. To assess the retention of the participants through 6 months after treatment initiation
3. To assess the acceptability of the chatbot in terms of participants' compliance and usability rating of the chatbot.
4. To estimate the intervention effect on abstinence outcomes
5. To explore the participants' perception and experiences in the chatbot",11.366666666666667
